,TS代码,股票代码,股票名称,行业
1776,300322.SZ,300322,硕贝德,通信设备
1777,300323.SZ,300323,华灿光电,半导体
1778,300324.SZ,300324,旋极信息,软件服务
1779,300325.SZ,300325,*ST德威,塑料
1780,300326.SZ,300326,凯利泰,医疗保健
1781,300327.SZ,300327,中颖电子,半导体
1782,300328.SZ,300328,宜安科技,铝
1783,300329.SZ,300329,海伦钢琴,文教休闲
1784,300330.SZ,300330,华虹计通,软件服务
1785,300331.SZ,300331,苏大维格,元器件
1786,300332.SZ,300332,天壕环境,环境保护
1787,300333.SZ,300333,兆日科技,软件服务
1788,300334.SZ,300334,津膜科技,专用机械
1789,300335.SZ,300335,迪森股份,供气供热
1790,300336.SZ,300336,新文化,影视音像
1791,300337.SZ,300337,银邦股份,铝
1792,300338.SZ,300338,开元教育,文教休闲
1793,300339.SZ,300339,润和软件,软件服务
1794,300340.SZ,300340,科恒股份,元器件
1795,300341.SZ,300341,麦克奥迪,电气设备
1796,300342.SZ,300342,天银机电,元器件
1797,300343.SZ,300343,联创股份,互联网
1798,300344.SZ,300344,立方数科,软件服务
1799,300345.SZ,300345,华民股份,钢加工
1800,300346.SZ,300346,南大光电,元器件
1801,300347.SZ,300347,泰格医药,医疗保健
1802,300348.SZ,300348,长亮科技,软件服务
1803,300349.SZ,300349,金卡智能,软件服务
1804,300350.SZ,300350,华鹏飞,仓储物流
1805,300351.SZ,300351,永贵电器,元器件
1806,300352.SZ,300352,北信源,软件服务
1807,300353.SZ,300353,东土科技,通信设备
1808,300354.SZ,300354,东华测试,电器仪表
1809,300355.SZ,300355,蒙草生态,环境保护
1810,300356.SZ,300356,ST光一,电气设备
1811,300357.SZ,300357,我武生物,生物制药
1812,300358.SZ,300358,楚天科技,医疗保健
1813,300359.SZ,300359,全通教育,文教休闲
1814,300360.SZ,300360,炬华科技,电器仪表
1815,300363.SZ,300363,博腾股份,化学制药
1816,300364.SZ,300364,中文在线,出版业
1817,300365.SZ,300365,恒华科技,软件服务
1818,300366.SZ,300366,创意信息,软件服务
1819,300367.SZ,300367,ST网力,IT设备
1820,300368.SZ,300368,汇金股份,IT设备
1821,300369.SZ,300369,绿盟科技,软件服务
1822,300370.SZ,300370,ST安控,电器仪表
1823,300371.SZ,300371,汇中股份,电器仪表
1824,300373.SZ,300373,扬杰科技,半导体
1825,300374.SZ,300374,中铁装配,其他建材
1826,300375.SZ,300375,鹏翎股份,汽车配件
1827,300376.SZ,300376,易事特,电气设备
1828,300377.SZ,300377,赢时胜,软件服务
1829,300378.SZ,300378,鼎捷软件,软件服务
1830,300379.SZ,300379,东方通,软件服务
1831,300380.SZ,300380,安硕信息,软件服务
1832,300381.SZ,300381,溢多利,生物制药
1833,300382.SZ,300382,斯莱克,专用机械
1834,300383.SZ,300383,光环新网,电信运营
1835,300384.SZ,300384,三联虹普,纺织机械
1836,300385.SZ,300385,雪浪环境,环境保护
1837,300386.SZ,300386,飞天诚信,软件服务
1838,300387.SZ,300387,富邦股份,化工原料
1839,300388.SZ,300388,节能国祯,环境保护
1840,300389.SZ,300389,艾比森,半导体
1841,300390.SZ,300390,天华超净,元器件
1842,300391.SZ,300391,康跃科技,机械基件
1843,300392.SZ,300392,腾信股份,互联网
1844,300393.SZ,300393,中来股份,塑料
1845,300394.SZ,300394,天孚通信,通信设备
1846,300395.SZ,300395,菲利华,玻璃
1847,300396.SZ,300396,迪瑞医疗,医疗保健
1848,300397.SZ,300397,天和防务,通信设备
1849,300398.SZ,300398,飞凯材料,染料涂料
1850,300399.SZ,300399,天利科技,互联网
1851,300400.SZ,300400,劲拓股份,专用机械
1852,300401.SZ,300401,花园生物,食品
1853,300402.SZ,300402,宝色股份,专用机械
1854,300403.SZ,300403,汉宇集团,家用电器
1855,300404.SZ,300404,博济医药,医疗保健
1856,300405.SZ,300405,科隆股份,化工原料
1857,300406.SZ,300406,九强生物,医疗保健
1858,300407.SZ,300407,凯发电气,电气设备
1859,300408.SZ,300408,三环集团,元器件
1860,300409.SZ,300409,道氏技术,陶瓷
1861,300410.SZ,300410,正业科技,电器仪表
1862,300411.SZ,300411,金盾股份,专用机械
1863,300412.SZ,300412,迦南科技,医疗保健
1864,300413.SZ,300413,芒果超媒,影视音像
1865,300414.SZ,300414,中光防雷,通信设备
1866,300415.SZ,300415,伊之密,专用机械
1867,300416.SZ,300416,苏试试验,电器仪表
1868,300417.SZ,300417,南华仪器,电器仪表
1869,300418.SZ,300418,昆仑万维,互联网
1870,300419.SZ,300419,浩丰科技,软件服务
1871,300420.SZ,300420,五洋停车,机械基件
1872,300421.SZ,300421,力星股份,机械基件
1873,300422.SZ,300422,博世科,环境保护
1874,300423.SZ,300423,昇辉科技,电气设备
1875,300424.SZ,300424,航新科技,航空
1876,300425.SZ,300425,中建环能,环境保护
1877,300426.SZ,300426,唐德影视,影视音像
1878,300427.SZ,300427,红相股份,电气设备
1879,300428.SZ,300428,立中集团,铝
1880,300429.SZ,300429,强力新材,化工原料
1881,300430.SZ,300430,诚益通,电器仪表
1882,300432.SZ,300432,富临精工,汽车配件
1883,300433.SZ,300433,蓝思科技,元器件
1884,300434.SZ,300434,金石亚药,化学制药
1885,300435.SZ,300435,中泰股份,机械基件
1886,300436.SZ,300436,广生堂,化学制药
1887,300437.SZ,300437,清水源,化工原料
1888,300438.SZ,300438,鹏辉能源,电气设备
1889,300439.SZ,300439,美康生物,医疗保健
1890,300440.SZ,300440,运达科技,软件服务
1891,300441.SZ,300441,鲍斯股份,机床制造
1892,300442.SZ,300442,普丽盛,轻工机械
1893,300443.SZ,300443,金雷股份,专用机械
1894,300444.SZ,300444,双杰电气,电气设备
1895,300445.SZ,300445,康斯特,电器仪表
1896,300446.SZ,300446,*ST乐材,化工原料
1897,300447.SZ,300447,全信股份,电气设备
1898,300448.SZ,300448,浩云科技,软件服务
1899,300449.SZ,300449,汉邦高科,IT设备
1900,300450.SZ,300450,先导智能,专用机械
1901,300451.SZ,300451,创业慧康,软件服务
1902,300452.SZ,300452,山河药辅,化学制药
1903,300453.SZ,300453,三鑫医疗,医疗保健
1904,300454.SZ,300454,深信服,软件服务
1905,300455.SZ,300455,康拓红外,运输设备
1906,300456.SZ,300456,赛微电子,元器件
1907,300457.SZ,300457,赢合科技,专用机械
1908,300458.SZ,300458,全志科技,元器件
1909,300459.SZ,300459,金科文化,互联网
1910,300460.SZ,300460,惠伦晶体,元器件
1911,300461.SZ,300461,田中精机,专用机械
1912,300462.SZ,300462,华铭智能,专用机械
1913,300463.SZ,300463,迈克生物,医疗保健
1914,300464.SZ,300464,星徽股份,机械基件
1915,300465.SZ,300465,高伟达,软件服务
1916,300466.SZ,300466,赛摩智能,电器仪表
1917,300467.SZ,300467,迅游科技,互联网
1918,300468.SZ,300468,四方精创,软件服务
1919,300469.SZ,300469,信息发展,软件服务
1920,300470.SZ,300470,中密控股,机械基件
1921,300471.SZ,300471,厚普股份,专用机械
1922,300472.SZ,300472,新元科技,专用机械
1923,300473.SZ,300473,德尔股份,汽车配件
1924,300474.SZ,300474,景嘉微,元器件
1925,300475.SZ,300475,聚隆科技,专用机械
1926,300476.SZ,300476,胜宏科技,元器件
1927,300477.SZ,300477,合纵科技,电气设备
1928,300478.SZ,300478,杭州高新,橡胶
1929,300479.SZ,300479,神思电子,软件服务
1930,300480.SZ,300480,光力科技,专用机械
1931,300481.SZ,300481,濮阳惠成,化工原料
1932,300482.SZ,300482,万孚生物,医疗保健
1933,300483.SZ,300483,首华燃气,石油开采
1934,300484.SZ,300484,蓝海华腾,电气设备
1935,300485.SZ,300485,赛升药业,生物制药
1936,300486.SZ,300486,东杰智能,专用机械
1937,300487.SZ,300487,蓝晓科技,化工原料
1938,300488.SZ,300488,恒锋工具,机械基件
1939,300489.SZ,300489,中飞股份,铝
1940,300490.SZ,300490,华自科技,电气设备
1941,300491.SZ,300491,通合科技,电气设备
1942,300492.SZ,300492,华图山鼎,建筑工程
1943,300493.SZ,300493,润欣科技,通信设备
1944,300494.SZ,300494,盛天网络,互联网
1945,300495.SZ,300495,*ST美尚,环境保护
1946,300496.SZ,300496,中科创达,软件服务
1947,300497.SZ,300497,富祥药业,化学制药
1948,300498.SZ,300498,温氏股份,农业综合
1949,300499.SZ,300499,高澜股份,专用机械
1950,300500.SZ,300500,启迪设计,建筑工程
1951,300501.SZ,300501,海顺新材,广告包装
1952,300502.SZ,300502,新易盛,通信设备
1953,300503.SZ,300503,昊志机电,机械基件
1954,300504.SZ,300504,天邑股份,通信设备
1955,300505.SZ,300505,川金诺,化工原料
1956,300506.SZ,300506,名家汇,建筑工程
1957,300507.SZ,300507,苏奥传感,汽车配件
1958,300508.SZ,300508,维宏股份,软件服务
1959,300509.SZ,300509,新美星,专用机械
1960,300510.SZ,300510,金冠股份,电气设备
1961,300511.SZ,300511,雪榕生物,种植业
1962,300512.SZ,300512,中亚股份,专用机械
1963,300513.SZ,300513,恒实科技,软件服务
1964,300514.SZ,300514,友讯达,通信设备
1965,300515.SZ,300515,三德科技,电器仪表
1966,300516.SZ,300516,久之洋,电器仪表
1967,300517.SZ,300517,海波重科,建筑工程
1968,300518.SZ,300518,盛讯达,软件服务
1969,300519.SZ,300519,新光药业,中成药
1970,300520.SZ,300520,科大国创,软件服务
1971,300521.SZ,300521,爱司凯,专用机械
1972,300522.SZ,300522,世名科技,染料涂料
1973,300523.SZ,300523,辰安科技,软件服务
1974,300525.SZ,300525,博思软件,软件服务
1975,300526.SZ,300526,中潜股份,专用机械
1976,300527.SZ,300527,中船应急,专用机械
1977,300528.SZ,300528,幸福蓝海,影视音像
1978,300529.SZ,300529,健帆生物,医疗保健
1979,300530.SZ,300530,*ST达志,化工原料
1980,300531.SZ,300531,优博讯,软件服务
1981,300532.SZ,300532,今天国际,软件服务
1982,300533.SZ,300533,冰川网络,软件服务
1983,300534.SZ,300534,陇神戎发,中成药
1984,300535.SZ,300535,达威股份,化工原料
1985,300536.SZ,300536,农尚环境,建筑工程
1986,300537.SZ,300537,广信材料,染料涂料
1987,300538.SZ,300538,同益股份,批发业
1988,300539.SZ,300539,横河精密,塑料
1989,300540.SZ,300540,深冷股份,专用机械
1990,300541.SZ,300541,先进数通,软件服务
1991,300542.SZ,300542,新晨科技,软件服务
1992,300543.SZ,300543,朗科智能,电气设备
1993,300545.SZ,300545,联得装备,专用机械
1994,300546.SZ,300546,雄帝科技,元器件
1995,300547.SZ,300547,川环科技,橡胶
1996,300548.SZ,300548,博创科技,元器件
1997,300549.SZ,300549,优德精密,专用机械
1998,300550.SZ,300550,和仁科技,软件服务
1999,300551.SZ,300551,古鳌科技,IT设备
2000,300552.SZ,300552,万集科技,软件服务
2001,300553.SZ,300553,集智股份,电器仪表
2002,300554.SZ,300554,三超新材,矿物制品
2003,300555.SZ,300555,路通视信,通信设备
2004,300556.SZ,300556,丝路视觉,软件服务
2005,300557.SZ,300557,理工光科,电器仪表
2006,300558.SZ,300558,贝达药业,化学制药
2007,300559.SZ,300559,佳发教育,软件服务
2008,300560.SZ,300560,中富通,通信设备
2009,300561.SZ,300561,汇金科技,软件服务
2010,300562.SZ,300562,乐心医疗,医疗保健
2011,300563.SZ,300563,神宇股份,通信设备
2012,300564.SZ,300564,筑博设计,建筑工程
2013,300565.SZ,300565,科信技术,通信设备
2014,300566.SZ,300566,激智科技,元器件
2015,300567.SZ,300567,精测电子,电器仪表
2016,300568.SZ,300568,星源材质,化工原料
2017,300569.SZ,300569,天能重工,专用机械
2018,300570.SZ,300570,太辰光,元器件
2019,300571.SZ,300571,平治信息,互联网
2020,300572.SZ,300572,安车检测,电器仪表
2021,300573.SZ,300573,兴齐眼药,化学制药
2022,300575.SZ,300575,中旗股份,农药化肥
2023,300576.SZ,300576,容大感光,染料涂料
2024,300577.SZ,300577,开润股份,纺织
2025,300578.SZ,300578,会畅通讯,通信设备
2026,300579.SZ,300579,数字认证,软件服务
2027,300580.SZ,300580,贝斯特,汽车配件
2028,300581.SZ,300581,晨曦航空,航空
2029,300582.SZ,300582,英飞特,半导体
2030,300583.SZ,300583,赛托生物,生物制药
2031,300584.SZ,300584,海辰药业,化学制药
2032,300585.SZ,300585,奥联电子,汽车配件
2033,300586.SZ,300586,美联新材,化工原料
2034,300587.SZ,300587,天铁股份,橡胶
2035,300588.SZ,300588,熙菱信息,软件服务
2036,300589.SZ,300589,江龙船艇,船舶
2037,300590.SZ,300590,移为通信,通信设备
2038,300591.SZ,300591,万里马,服饰
2039,300592.SZ,300592,华凯创意,软件服务
2040,300593.SZ,300593,新雷能,电气设备
2041,300594.SZ,300594,朗进科技,运输设备
2042,300595.SZ,300595,欧普康视,医疗保健
2043,300596.SZ,300596,利安隆,化工原料
2044,300597.SZ,300597,吉大通信,通信设备
2045,300598.SZ,300598,诚迈科技,软件服务
2046,300599.SZ,300599,雄塑科技,塑料
2047,300600.SZ,300600,国瑞科技,电气设备
2048,300601.SZ,300601,康泰生物,生物制药
2049,300602.SZ,300602,飞荣达,元器件
2050,300603.SZ,300603,立昂技术,通信设备
2051,300604.SZ,300604,长川科技,专用机械
2052,300605.SZ,300605,恒锋信息,软件服务
2053,300606.SZ,300606,金太阳,矿物制品
2054,300607.SZ,300607,拓斯达,专用机械
2055,300608.SZ,300608,思特奇,软件服务
2056,300609.SZ,300609,汇纳科技,互联网
2057,300610.SZ,300610,晨化股份,化工原料
2058,300611.SZ,300611,美力科技,机械基件
2059,300612.SZ,300612,宣亚国际,广告包装
2060,300613.SZ,300613,富瀚微,半导体
2061,300614.SZ,300614,百川畅银,环境保护
2062,300615.SZ,300615,欣天科技,元器件
2063,300616.SZ,300616,尚品宅配,家居用品
2064,300617.SZ,300617,安靠智电,电气设备
2065,300618.SZ,300618,寒锐钴业,小金属
2066,300619.SZ,300619,金银河,专用机械
2067,300620.SZ,300620,光库科技,元器件
2068,300621.SZ,300621,维业股份,装修装饰
2069,300622.SZ,300622,博士眼镜,其他商业
2070,300623.SZ,300623,捷捷微电,半导体
2071,300624.SZ,300624,万兴科技,软件服务
